trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,prompt_source,prompt_text,prompt_length,event_count,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260422123758-k3af7w__5__P05,20260422123758-k3af7w,DDDD,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,85,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422123758-k3af7w__6__P09,20260422123758-k3af7w,DDDD,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,94,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422123758-k3af7w__7__P11,20260422123758-k3af7w,DDDD,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,46,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422123758-k3af7w__8__P10,20260422123758-k3af7w,DDDD,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422123758-k3af7w__9__P06,20260422123758-k3af7w,DDDD,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,60,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260422123758-k3af7w__10__P08,20260422123758-k3af7w,DDDD,10,main,P08,10,medium,formal_lexical_difficulty,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,58,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260422123758-k3af7w__11__P07,20260422123758-k3af7w,DDDD,11,main,P07,11,medium,formal_educational,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,82,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260422123758-k3af7w__12__P12,20260422123758-k3af7w,DDDD,12,main,P12,12,long,long_familiar_expository,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,151,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260422123758-k3af7w__13__P14,20260422123758-k3af7w,DDDD,13,main,P14,13,long,long_mixed_difficulty,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,171,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260422123758-k3af7w__14__P13,20260422123758-k3af7w,DDDD,14,main,P13,14,long,long_formal_bureaucratic,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,151,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260422124629-1ue1i6s__0__PRACTICE,20260422124629-1ue1i6s,M,0,practice,PRACTICE,0,practice,practice_warmup,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,51,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260422124629-1ue1i6s__1__P01,20260422124629-1ue1i6s,M,1,main,P01,1,short,familiar_baseline,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,40,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260422124629-1ue1i6s__2__P02,20260422124629-1ue1i6s,M,2,main,P02,2,short,familiar_polite,prompt_table,กรุณาตอบกลับภายในวันนี้,23,31,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260422124629-1ue1i6s__3__P04,20260422124629-1ue1i6s,M,3,main,P04,3,short,orthographic_named_entity,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,47,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260422124629-1ue1i6s__4__P03,20260422124629-1ue1i6s,M,4,main,P03,4,short,formal_register,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,62,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260422124629-1ue1i6s__5__P05,20260422124629-1ue1i6s,M,5,main,P05,5,short,twisted_proverb,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,33,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260422124629-1ue1i6s__6__P09,20260422124629-1ue1i6s,M,6,main,P09,6,medium,arabic_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,54,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260422124629-1ue1i6s__7__P11,20260422124629-1ue1i6s,M,7,main,P11,7,medium,rhythmic_repetition,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,46,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260422124629-1ue1i6s__8__P10,20260422124629-1ue1i6s,M,8,main,P10,8,medium,thai_numerals,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,122,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260422124629-1ue1i6s__9__P06,20260422124629-1ue1i6s,M,9,main,P06,9,medium,mixed_symbols_identification,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,74,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
